"","kg_km2","X","Y","X.utm","Y.utm","month","year","depth","CHL","TMP_sst","TMP_bot","dox.bot","nit","pho","sal","poc"
"65839",12.917920250621,16.6539166666667,38.5496666666667,644.121926721851,4268.10475314568,8,2018,109.5,0.163348264883017,27.9560394287109,15.1093864440918,205.90869140625,0.312635474765883,0.0436712481858087,38.573451941326,10.0374774932861
"65884",8.96069087121059,17.2668333333333,38.92825,696.495310904778,4311.2519900978,8,2018,574,0.0630132423137449,27.8549938201904,14.1944208145142,205.553924560547,1.43609829746572,0.0936683472265085,38.8179524255097,0.326263546943665
"65885",10.2065784909792,17.1455,39.3195,684.952799691938,4354.42761438066,8,2018,22.5,0.066339830142368,27.8586483001709,13.9962968826294,204.452453613281,1.73800917653978,0.10309521983924,38.8035713525571,0.0610709264874458
"65916",11.2917080220314,16.99425,39.6026666666667,671.22187673247,4385.56229031704,8,2018,654.5,0.0528052174185395,27.856086730957,13.8290357589722,204.251724243164,1.92345748494033,0.111500308017012,38.8090303080901,0.00694826431572437
"1",7.86384807686293,14.60975,44.7014166666667,469.086953179143,4949.85463986248,7,2018,76,0.195347816275537,23.5219459533691,11.0559701919556,245.113632202148,0.00400800821137545,0.0192841843725321,38.6803210901295,23.0146293640137
"94",13.5268890572379,14.4835833333333,44.3699166666667,458.856164023596,4913.08781268117,7,2018,53.5,0.129098966978691,24.2179718017578,14.9344882965088,236.448776245117,0.00479574791067937,0.0179376083540333,38.6344746495775,15.9418458938599
"109",10.1372383190432,14.2253333333333,44.4565833333333,438.367385382796,4922.8802630517,7,2018,55,0.116449496974108,24.7176284790039,15.4996976852417,234.003341674805,0.00532144416034957,0.0156144175948272,38.6260865728262,13.6132621765137
"111",7.94147909276151,13.7570833333333,44.6689166666667,401.477829804151,4946.921756604,7,2018,46.5,0.13498061290596,25.5225448608398,16.9142761230469,237.454299926758,0.0054394961481472,0.0125232004155819,38.5849397685581,12.3378219604492
"125",10.6125545805864,13.44875,44.6351666666667,376.968196826483,4943.59732035332,8,2018,41,0.145957980411741,27.3798542022705,17.0051174163818,236.389266967773,0.00529120750215809,0.0147052994527129,38.6438940561341,12.7510147094727
"178",10.1803266727127,14.1905,44.2885,435.414311572724,4904.23530806243,8,2018,59.5,0.158607365187505,26.5663013458252,15.7884712219238,234.429412841797,0.00537774799003231,0.0210025216564476,38.646196070003,15.6988306045532
"194",9.16056968518933,13.1504166666667,44.5331666666667,353.043971428641,4932.76078712291,8,2018,39,0.188866596697815,27.503454208374,17.1483535766602,230.601211547852,0.0290020757132462,0.018673996218516,38.6473385024885,13.1793651580811
"244",7.63687664380468,13.7496666666667,44.4051666666667,400.442862641261,4917.63926311263,8,2018,56,0.158726492145717,26.9525489807129,15.7455377578735,236.235153198242,0.00620468622757446,0.020470112921342,38.6372334065133,13.2039108276367
"255",8.59919978462329,13.6165,44.4553333333333,389.930641926966,4923.37482399261,8,2018,52,0.14830425075932,27.1220760345459,16.3945999145508,236.623687744141,0.00623693699079599,0.0175577847068907,38.639895634431,13.0699644088745
"327",12.6146051618278,13.3774166666667,44.41025,370.8089521933,4918.72592272879,8,2018,51.5,0.182889914182344,27.3253974914551,16.1001605987549,235.412506103516,0.00504539614585437,0.0171930306407942,38.6568985628382,14.6654987335205
"363",10.4720053097877,13.3705833333333,44.7348333333333,370.987136517522,4954.78204528379,8,2018,41,0.162297807062559,27.4736862182617,17.4170894622803,235.073654174805,0.00494029758335731,0.0174027348774298,38.6662004826015,15.9042797088623
"382",10.4062996765646,13.29575,44.3224166666667,364.108811583608,4909.09436464746,8,2018,52,0.214611083917942,27.3825626373291,15.5440530776978,231.997573852539,0.0198053927328772,0.0236569210358813,38.6682400138609,15.3529014587402
"417",10.4302721100997,14.0948333333333,44.1966666666667,427.666500274776,4894.11859940695,8,2018,67,0.177566736047207,26.610387802124,15.413670539856,234.026000976562,0.00540651940726241,0.0237612143676102,38.652293791573,15.9122076034546
"445",8.18686752761907,14.8358333333333,43.40575,486.704740590156,4805.89289108133,8,2018,101,0.128211109926178,27.2258892059326,14.1386117935181,217.954040527344,0.266380557047811,0.0558695047274634,38.7181042219132,12.9271764755249
"488",9.4252794438005,14.5841666666667,43.7736666666667,466.537145131966,4846.82269939451,8,2018,80.5,0.159844589478068,27.2057304382324,14.6408681869507,224.067596435547,0.0487315213798303,0.034332944062688,38.6663744346165,14.3089580535889
"516",10.0354223813485,14.4608333333333,43.8428333333333,456.656116060379,4854.55449929077,8,2018,74.5,0.167525507803995,27.2272853851318,14.5493936538696,225.306091308594,0.0339869258960583,0.0307682957057817,38.6553935264854,14.504282951355
"526",8.48665710519087,13.1979166666667,45.02,358.016355993122,4986.75184522217,8,2018,35.5,0.224375355387179,27.5948677062988,18.7154083251953,226.457794189453,0.136814340924002,0.0341648496816981,38.6415751778396,24.045618057251
"542",12.1932551583231,12.982,44.52575,339.64370320842,4932.25563071106,8,2018,39.5,0.22389763819341,27.5729560852051,16.9441795349121,223.369354248047,0.105799418772033,0.0308147125734461,38.6386965369768,15.7645568847656
"545",10.126828647054,13.55275,44.83375,385.609145267017,4965.50663104185,7,2018,43,0.173446566519564,25.6470222473145,16.7359924316406,237.617828369141,0.00514212547853101,0.014569545846417,38.5982838212036,15.5004396438599
"562",10.8051628567802,15.072,44.1879166666667,505.754287001999,4892.74534448793,7,2018,50,0.088195753416549,23.8948783874512,16.0238170623779,247.537490844727,0.00740928432039893,0.0135916169560474,38.7439740841898,10.4321641921997
"608",11.4841883350008,14.8295,43.30125,486.170899249745,4794.27753931671,8,2018,105,0.126625847709957,27.2477836608887,14.1809282302856,217.686920166016,0.272821625264897,0.0559480993363855,38.7258098257582,12.5552129745483
"634",10.8635476022486,14.0818333333333,44.8195833333333,427.405040204639,4963.32060182253,7,2018,51,0.0852129128081239,25.0068359375,16.5227012634277,236.807022094727,0.00669690388802604,0.0140848730322899,38.6033802786846,10.0679407119751
"722",7.8138838811635,14.82275,44.48775,485.910036924535,4926.058195221,7,2018,85.5,0.228770364510014,23.3513736724854,11.1033620834351,242.948348999023,0.00638295543127293,0.0238681803917747,38.6787346734493,20.2823600769043
"748",11.1985647956811,14.5958333333333,43.4178333333333,467.278410077575,4807.29180567414,8,2018,89,0.131477190534686,27.3645420074463,14.1236658096313,219.088958740234,0.19406012655628,0.0499843957057808,38.7064089089545,12.5485525131226
"779",8.48944576587646,15.827,42.88075,567.537740569324,4747.90966348997,7,2018,140,0.106854364384809,24.9560165405273,14.1433334350586,217.804977416992,0.466119777260828,0.0650958672830188,38.7862108993518,8.54576873779297
"822",10.7566153563076,14.6769166666667,44.2209166666667,474.192044581263,4896.45894370401,7,2018,61.5,0.136928346227633,23.661678314209,15.6668195724487,231.902481079102,0.00451739057329523,0.0197326085733164,38.620430214148,19.9436073303223
"870",11.460305437934,16.2116666666667,43.1903333333333,598.45880476793,4782.66025629132,7,2018,89,0.153804774386803,24.2822532653809,14.7733392715454,216.622970581055,0.0621988664942127,0.029190732142705,38.6288797299795,16.8844013214111
"892",10.1874079457241,16.1475833333333,43.1064166666667,593.377845427833,4773.26953023748,7,2018,92,0.144925910494488,24.6012744903564,15.2092342376709,225.755218505859,0.0106970941166623,0.0196952871464757,38.667571935227,18.8714332580566
"938",10.6975444680578,13.7261666666667,44.2839166666667,398.362225325114,4904.19468753734,8,2018,61.5,0.158244417080776,26.9145355224609,15.4688234329224,235.790420532227,0.00658390744253499,0.021206608128999,38.6435259948414,13.273533821106
"950",6.65504926989934,14.8224166666667,44.00575,485.762464294051,4872.53236433683,7,2018,66,0.145493627803252,24.6035957336426,15.1021404266357,229.744415283203,0.00426763963061207,0.0197365789910556,38.6049792677874,22.9290237426758
"956",7.2727674317383,14.937,44.36,494.979671891553,4911.86044238343,7,2018,76,0.203872010355898,23.4283256530762,11.0580377578735,241.056015014648,0.0470567988659043,0.0292301136293062,38.7074472846056,15.9978351593018
"1024",12.3224863418474,14.5561666666667,43.04175,463.851098848663,4765.55218782373,8,2018,102,0.108045728427779,27.5036582946777,14.1783199310303,217.945526123047,0.35640843268116,0.0680729179842842,38.7384012766018,10.9055986404419
"1036",8.62019799631331,13.1794166666667,44.7921666666667,355.990944054453,4961.47911587342,8,2018,40,0.220211720983475,27.6123294830322,17.7913360595703,227.00456237793,0.0739544382052198,0.0280715400293771,38.6619655910261,20.5400867462158
"1116",11.0769117828398,16.29475,42.6575833333333,606.121884936713,4723.60560038309,7,2018,169.5,0.0922053445370567,24.9443702697754,14.5373859405518,219.909713745117,0.561827726485433,0.0698254691942315,38.8038612029667,4.80218839645386
"1121",6.09593449664898,16.0173333333333,42.6920833333333,583.331630059641,4727.1255935577,7,2018,173,0.092600182794728,25.1192150115967,12.7128686904907,223.049224853516,0.462341836036652,0.0719414097741329,38.7705150954538,7.64871025085449
"1157",7.84372951275962,16.2778333333333,42.9359166666667,604.26021044805,4754.48864546327,7,2018,123,0.13604776063465,24.7098617553711,14.6802654266357,215.543640136719,0.363624998663863,0.0532730455222169,38.6875182451162,10.2681674957275
"1169",8.56997372870634,15.956,43.16975,577.707307391545,4780.1146330944,7,2018,117.5,0.107620817111594,24.5591259002686,14.3099184036255,220.347137451172,0.281827499223536,0.0525392061827324,38.7405797045328,10.3321971893311
"1190",13.4566020287671,16.5378333333333,42.94725,625.451921485884,4756.09865594203,7,2018,102,0.160702453104775,24.2170734405518,14.9689435958862,215.976043701172,0.126113316039762,0.0365853803536005,38.7081892439209,15.362042427063
"1225",8.70585596794991,16.4418333333333,43.0555,617.41377672315,4767.98668612997,7,2018,80,0.129441985652515,23.9908618927002,15.1694364547729,225.792495727539,0.00778081065116074,0.0198907389550952,38.6201131067428,17.8698692321777
"1238",6.72461684089652,16.2368333333333,43.4270833333333,600.108924016244,4808.98812176123,7,2018,65,0.112478276869077,23.3165302276611,15.5212926864624,228.978500366211,0.00803857076145781,0.0163490949111682,38.5306843400813,15.7309846878052
"1296",10.5571082057799,15.14625,43.8670833333333,511.747588051451,4857.12248937979,7,2018,81.5,0.173504189717525,23.7751026153564,14.8941955566406,225.572250366211,0.0138104104568455,0.0249049189050938,38.5913014117066,22.4323406219482
"1338",6.85184079382306,15.047,43.3504166666667,503.809051817702,4799.72838850337,7,2018,126.5,0.121465009216157,24.9927673339844,13.4571485519409,221.490936279297,0.314847841087445,0.05715489693018,38.7088263035585,10.6559009552002
"1353",8.91783783839962,13.4123333333333,44.0721666666667,372.861474706659,4881.1174125938,8,2018,62,0.204500010533566,27.485071182251,15.0115928649902,224.491271972656,0.226166065587052,0.0475847409448653,38.6335273182188,15.7967329025269
"1379",12.7094532862691,15.1463333333333,43.4904166666667,511.829399615143,4815.2856189793,7,2018,130.5,0.111097659670412,24.8886585235596,13.4348745346069,220.945648193359,0.315171340306092,0.0600212245790342,38.6752553801554,10.6929836273193
"1400",12.374531396376,14.28725,43.8074166666667,442.667287365455,4850.72842360591,8,2018,76.5,0.169978501118473,27.3269748687744,14.3937158584595,225.271789550781,0.0493452387724821,0.0339254154941335,38.6565590255494,14.4252023696899
"1427",10.0810741257314,14.621,42.9556666666667,469.086134635245,4755.96504881045,8,2018,128.5,0.0863249140800475,27.46044921875,13.3662843704224,221.263793945312,0.454481908346538,0.0713318873465675,38.7524445287814,8.50111103057861
"1436",9.8670094819794,14.7323333333333,43.0004166666667,478.180350189929,4760.89397956903,8,2018,126.5,0.09280332164982,27.409309387207,13.3098917007446,221.474472045898,0.472704864774693,0.0715263574519732,38.7533418858821,8.51188373565674
"1469",7.37127659770471,16.0539166666667,43.2990833333333,585.484104732798,4794.56942552004,7,2018,116,0.125687029110312,23.993824005127,14.3614740371704,217.916580200195,0.256821526389767,0.0518032289476821,38.6589017639168,11.7106504440308
"1487",8.5245591574655,13.876,44.1643333333333,410.133173948512,4890.73572760341,8,2018,64.5,0.165067484046279,26.8824462890625,15.1226396560669,234.432647705078,0.0132326967082299,0.0258677324835195,38.6607407751359,13.8742980957031
"1571",9.62631842621692,14.2848333333333,43.6405,442.314311420619,4832.19370566773,8,2018,79.5,0.150328967692216,27.3977737426758,14.2440481185913,221.506927490234,0.156593844939532,0.0504929424490111,38.6735870369275,13.013053894043
"1625",10.1107826413017,16.8471666666667,43.38275,649.625936736981,4804.97139486528,7,2018,78.5,0.0469303655624013,24.0773029327393,21.6116504669189,220.628326416016,0.0150373054643029,0.0082724616174136,38.4645253727355,3.1028413772583
"1667",8.03081403815401,15.204,43.984,516.359914497983,4870.11598428518,7,2018,67,0.128703922546296,23.7267818450928,15.5082731246948,230.810928344727,0.00439373749992847,0.0192391568123781,38.5848235297077,18.5475234985352
"1707",10.3186304418982,14.674,42.8285833333333,473.354527380963,4741.83293562332,8,2018,225,0.0541739183054691,27.4689025878906,12.0106830596924,226.097396850586,0.662219888068481,0.0857896020756507,38.7608818682529,2.86207842826843
"1792",7.41071107243885,16.148,37.9034166666667,600.925074749092,4195.71832733472,8,2018,374.5,0.0792859603479411,28.0810222625732,13.6705961227417,201.306213378906,2.14243725539848,0.117795528714279,38.8217931446028,0.0136160412803292
"1842",12.0284431761704,14.2849166666667,43.4939166666667,442.182319763539,4815.91226927183,8,2018,84.5,0.148578453825132,27.4749565124512,14.1362104415894,220.244857788086,0.200425930844688,0.0562755302351208,38.689848142658,13.4766044616699
"1869",11.6303964953977,15.3204166666667,43.6333333333333,525.845473577074,4831.1954571031,7,2018,117.5,0.114223787762279,24.3258323669434,13.706976890564,220.168792724609,0.288836765796456,0.0603553193723917,38.6282466553748,9.97319889068604
"1912",12.9292753543745,16.2718333333333,42.4855833333333,604.523630666253,4704.47770463815,7,2018,177,0.0775526193989912,25.1896286010742,13.0245943069458,222.327026367188,0.534842928079952,0.0761402114359203,38.7766200654597,5.77136850357056
"1949",11.9367954940835,15.4560833333333,43.8005833333333,536.689673546496,4849.8273879818,7,2018,88.5,0.2049452637935,23.6544628143311,16.1236724853516,230.491104125977,0.00700124942866878,0.0240317252600224,38.6345590674948,35.0255661010742
"1964",11.8827904084906,13.0886666666667,44.1408333333333,347.125174779095,4889.28748327835,8,2018,51,0.267136562136494,27.7584533691406,16.5067234039307,223.090728759766,0.387970252413559,0.0446407306917286,38.4609582278401,30.0897121429443
"1998",10.4942368998385,13.0583333333333,45.088,347.198823171266,4994.56012401435,8,2018,33.5,0.251196573599587,27.7092819213867,19.1033039093018,220.596206665039,0.18461164450905,0.0388909307219223,38.619519255071,28.9331245422363
"2091",9.01217941838524,16.9786666666667,43.2736666666667,660.564845001534,4793.11036922039,7,2018,69,0.0469303655624013,24.0773029327393,21.6116504669189,220.628326416016,0.0150373054643029,0.0082724616174136,38.4645253727355,3.1028413772583
"2167",11.3947607647237,15.5960833333333,42.965,548.614760870468,4757.10047952729,7,2018,150.5,0.0992095232984341,24.9635715484619,12.5957374572754,224.122680664062,0.467121169155957,0.0699808338163645,38.7645726794931,7.20861721038818
"2177",13.5310519059812,16.2634166666667,42.3544166666667,604.049992625886,4689.89900575443,7,2018,112.5,0.108478068849421,25.2406158447266,13.3698072433472,221.083282470703,0.378552106695737,0.0620644565140681,38.7462162171851,8.50042247772217
"2191",9.18904273528395,16.7559166666667,42.69675,643.824298373888,4728.62944736719,7,2018,128,0.104410209813012,24.4963188171387,14.986310005188,214.993637084961,0.504373928238293,0.0657873910860418,38.775985635887,6.82517910003662
"2219",9.06826382947873,17.0405833333333,43.0700833333333,666.139160662725,4770.62013854515,7,2018,61,0.0469303655624013,24.0773029327393,21.6116504669189,220.628326416016,0.0150373054643029,0.0082724616174136,38.4645253727355,3.1028413772583
"2241",8.38884912528814,16.7065,42.8586666666667,639.413881217647,4746.53626895791,7,2018,94.5,0.133322105284871,24.0112419128418,15.6974267959595,223.157928466797,0.00642237919419216,0.0201600373960934,38.7145260553213,21.224781036377
"2264",9.69421562778484,14.1423333333333,43.7545833333333,430.951753471192,4844.97481921582,8,2018,76.5,0.176413213483779,27.5238819122314,14.2494335174561,223.613677978516,0.147038051806764,0.0448887599453185,38.644808022867,13.8288621902466
"2286",8.73474242680776,14.7429166666667,42.88475,479.005056660277,4748.04311268338,8,2018,247,0.0580116098942188,27.4539642333984,12.0015649795532,226.087905883789,0.71975347452208,0.0893028023528326,38.7679963184187,2.54249143600464
"2352",12.3671301706741,16.19425,38.0251666666667,604.822306555158,4209.28405137978,8,2018,114.5,0.0878866434232849,28.0555725097656,14.7273397445679,206.639923095703,0.777922354959275,0.0690233456932744,38.6759719352158,3.88827896118164
"2395",7.17660867423057,14.4509166666667,45.2124166666667,456.882717818433,5006.69242641238,7,2018,64.5,0.144028055140204,24.1262722015381,11.2257051467896,250.629241943359,0.00779546550461633,0.0190696356613989,38.5290098309667,17.3120613098145
"2396",6.46249960876376,16.1940833333333,41.9910833333333,598.907065474674,4649.47764879397,8,2018,45,0.164614841186461,28.0327033996582,16.2709274291992,236.987503051758,0.435374784665759,0.0166474916024935,37.9996467228009,17.275333404541
"2425",9.28664321501937,12.9871666666667,44.1808333333333,339.115403596508,4893.9240965925,8,2018,46,0.26742857532926,27.7239780426025,16.6186695098877,221.507705688477,0.312663185259903,0.0468528466147092,38.5569046258518,29.8668613433838
"2468",13.8662086656446,13.15125,44.1080833333333,352.042652318533,4885.54114646792,8,2018,40.5,0.248000279794801,27.6775531768799,16.2070579528809,223.97526550293,0.315713512274345,0.0395727174326418,38.5051628425934,27.5078525543213
"2494",12.9913719693531,14.31925,43.3423333333333,444.81806533527,4799.05279141353,8,2018,81,0.161945894139979,27.5977306365967,14.0608224868774,218.830017089844,0.262152696671505,0.0642138996606459,38.6792345791486,15.393009185791
"2505",6.95577942456911,15.1863333333333,43.2155833333333,515.131806940721,4784.77410749003,7,2018,213.5,0.0819769127004042,25.0625610351562,12.2564754486084,225.6083984375,0.550972434885829,0.077491847094814,38.7580535403582,3.71917939186096
"2515",10.8345969560306,15.44525,43.6091666666667,535.926981144357,4828.56531000522,7,2018,177,0.0874699295808902,24.0339698791504,12.7551403045654,223.47004699707,0.443034654781317,0.0738742996688009,38.6523556713817,5.61894369125366
"2539",9.39941561432219,15.6016666666667,42.4200833333333,549.502342042712,4696.5965010396,8,2018,141,0.0802840221675733,27.8517608642578,13.3216733932495,219.018447875977,0.53455393356373,0.0901747153050587,38.7122650227022,6.65691900253296
"2564",11.6982520636916,15.35075,36.9244166666667,531.243733681801,4086.54333136666,8,2018,371.5,0.0808697775922747,27.717264175415,13.8471832275391,202.060317993164,2.12626610671177,0.117497914634889,38.7996507455631,0.00940607208758593
"2628",7.79465826658861,15.3356666666667,36.941,529.892376162976,4088.37997093835,8,2018,160.5,0.0895290280903739,27.7475337982178,14.7341814041138,204.939834594727,1.00304080108199,0.0814908499643111,38.6570274433864,3.81383395195007
"2629",7.94496159393384,15.3276666666667,36.9328333333333,529.18314118664,4087.46784524918,8,2018,203.5,0.0895290280903739,27.7475337982178,14.7341814041138,204.939834594727,1.00304080108199,0.0814908499643111,38.6570274433864,3.81383395195007
"2667",12.4268989394051,15.1381666666667,37.4726666666667,512.219957212229,4147.32158075879,8,2018,72.5,0.135434102850586,27.6269226074219,15.2260551452637,214.943771362305,0.0250285956002932,0.0219899432974417,38.5723662935874,8.40943813323975
"2668",14.3891221490355,15.15,37.4975833333333,513.258939396216,4150.08564454193,8,2018,108.5,0.135434102850586,27.6269226074219,15.2260551452637,214.943771362305,0.0250285956002932,0.0219899432974417,38.5723662935874,8.40943813323975
"2817",12.4256913821038,15.5475,42.4934166666667,544.990749372124,4704.70543361514,8,2018,136.5,0.0829942996066806,27.8196640014648,13.1736087799072,219.138931274414,0.515561776927946,0.0877324243893189,38.7112602010311,6.8139796257019
"2835",10.8574623202388,13.46775,43.9364166666667,377.017485916819,4865.95016137692,8,2018,59.5,0.260146007177665,27.6658267974854,15.2755603790283,221.00764465332,0.415640433548251,0.053302111016741,38.4693986198731,23.5696830749512
"2847",11.5364379346291,12.9045,44.9005833333333,334.557051410592,4974.0444652439,8,2018,33.5,0.287050322519048,27.9555854797363,19.2851543426514,205.3427734375,0.662903290395369,0.0871675074688613,38.5934700626403,31.0152111053467
"2854",16.532206418531,12.8494166666667,44.5931666666667,329.304094755444,4940.01133246914,8,2018,36,0.291152041805466,27.7322521209717,17.1127223968506,214.513214111328,0.250093422968742,0.0517874980253096,38.6132629238609,22.5099868774414
"2930",9.16208810287988,13.7493333333333,44.02475,399.767563877194,4875.37656363889,8,2018,69.5,0.180419307735648,27.3575115203857,14.450008392334,226.138610839844,0.147549921172469,0.0455232899471151,38.6730434346256,12.6878156661987
"2945",10.1588198004288,13.60925,44.0730833333333,388.638478233989,4880.93211350692,8,2018,66.5,0.177871891220252,27.320728302002,14.5920000076294,227.05451965332,0.103025342464234,0.037276686145584,38.6670138783595,12.258469581604
"2955",12.4095800773508,13.5065,43.6881666666667,379.634032108792,4838.32657108542,8,2018,18,0.176132629533897,27.9471664428711,24.9856700897217,281.986114501953,1.88660697170668,0.0252100283279778,36.1250797854262,22.0266399383545
"2980",7.66773135134149,12.83475,44.47425,327.794766872407,4926.82351390177,8,2018,39,0.307166181081391,27.7774562835693,17.2093353271484,213.927871704102,0.259012068749025,0.0564152136076215,38.5989468263614,27.5031566619873
"2988",10.1142376440583,16.85725,42.1723333333333,653.404221736471,4670.57635251495,8,2018,239,0.0649137625380157,27.6973705291748,14.2153978347778,216.432159423828,1.1827156344793,0.103985353846265,38.8370574822481,2.06826758384705
"3006",5.23039701701289,15.2354166666667,42.1025,519.463956028275,4661.18359199338,8,2018,80.5,0.175745305964582,27.8284111022949,14.3490371704102,216.59001159668,0.459295831497144,0.0627827716955893,38.360086807997,17.7252235412598
"3013",8.18097461946472,13.9290833333333,43.867,413.949775860782,4857.65830931697,8,2018,73,0.183860632252715,27.5143566131592,14.4392986297607,224.7138671875,0.170994047967447,0.0473932962580605,38.653644934489,13.6507930755615
"3037",12.3996387290195,15.38125,43.4243333333333,530.85634604131,4808.00490251457,7,2018,226.5,0.0717504905590372,24.5396976470947,12.3248424530029,225.715744018555,0.592322947997081,0.0818444107899301,38.7246706070648,1.86267483234406
"3049",10.7277977143687,15.5295,43.5596666666667,542.764902459054,4823.10775551434,7,2018,208.5,0.0669457841547518,24.1124458312988,12.4612083435059,224.966567993164,0.55539959167674,0.0797098001549156,38.7048796500467,2.93606686592102
"3129",6.83641544917322,18.7238333333333,39.7294166666667,819.155106497032,4404.35808680588,8,2018,536,0.0544022135268386,27.6433372497559,14.0534782409668,212.331344604492,1.69535872964044,0.107650058545214,38.8746021308188,0.0157942697405815
"3235",10.4122669005375,18.9060833333333,40.7830833333333,829.621396869282,4522.02494034607,7,2018,587.5,0.0622121090196819,25.7035980224609,14.1071605682373,215.950714111328,1.54651537058795,0.1101221083346,38.8256435828528,0.088652066886425
"3319",11.9326664917828,18.433,41.8235833333333,785.11591322207,4635.89058143926,7,2018,692,0.0803855608485153,25.8085021972656,13.9401369094849,215.777359008789,1.47665825736229,0.112294228739457,38.8280713002243,0.129951983690262
"3330",12.4028917651101,18.81325,40.91225,821.155237144931,4536.01495499368,7,2018,540,0.0675098822583759,25.7845554351807,14.1427545547485,216.222610473633,1.45288144077459,0.108172289195089,38.8218886727669,0.211746722459793
"3336",9.30201431305086,18.541,40.67725,799.280644779232,4508.95623707781,7,2018,427.5,0.0832231736703445,25.810188293457,13.8770637512207,215.707107543945,1.41476886649982,0.112637712602757,38.809383158679,0.0715582296252251
"3384",9.90330647353805,18.874,40.8975,826.349423620058,4534.60796381449,7,2018,345.5,0.0632103036592864,25.7116184234619,14.2368049621582,215.947128295898,1.42354598855374,0.103330462701119,38.8163589911931,0.193835958838463
"3392",11.9771561065116,18.9888333333333,40.6875833333333,837.08435311791,4511.7348202083,7,2018,518,0.0593728364332822,25.5220928192139,14.251953125,215.676208496094,1.41195921817932,0.0994015569219596,38.8164720363743,0.216702684760094
"3426",7.89630005379697,18.6400833333333,40.4573333333333,808.668333163049,4484.8820673128,7,2018,585,0.0838736136129683,25.6880970001221,13.9359302520752,216.030563354492,1.39894754152669,0.112196606013532,38.7800511889128,0.0965218022465706
"3440",6.59062745381967,18.76225,41.4449166666667,814.306300200046,4594.98274593977,7,2018,392,0.0776408955135078,25.8089256286621,14.1772747039795,216.363677978516,1.37699514181898,0.105965018215831,38.8215411827667,0.254545390605927
"3453",12.7787657919591,18.6184166666667,40.3869166666667,807.148375810639,4476.98953410025,7,2018,361,0.0826500133107775,25.6934947967529,13.9621458053589,216.14599609375,1.38743313136874,0.112140639115715,38.7681184042352,0.12025985866785
"3487",7.06043516085572,18.86125,41.1145833333333,824.211684185976,4558.66845361476,7,2018,295,0.0674450027193857,25.7111110687256,14.4520578384399,215.422317504883,1.30170479343853,0.0966559899049211,38.8111476213174,0.480327129364014
"3501",9.1363396704049,19.0005833333333,40.72875,837.873608843821,4516.34416217064,7,2018,325.5,0.060399205716245,25.5336437225342,14.4502429962158,213.298736572266,1.27619485360383,0.0917640926458756,38.8030249155397,0.568772196769714
"3598",10.0751181676824,18.6836666666667,39.8224166666667,815.29206628735,4414.54144118274,8,2018,146.5,0.0547442737820733,27.7825927734375,14.7192754745483,210.093688964844,0.925416593984767,0.0755486324497231,38.8076743339805,1.33011376857758
"3608",11.1816731139396,18.71125,39.86175,817.464624295454,4419.01342787909,8,2018,145.5,0.0526389316871899,27.9000759124756,14.7096347808838,209.953887939453,0.901614855924265,0.0746495026825117,38.7733580564084,1.60415053367615
"3629",7.58311349531135,18.3989166666667,39.6595833333333,791.596603101733,4395.50086615347,8,2018,258.5,0.059638012457801,27.9465045928955,14.6128997802734,209.611297607422,0.940939169403512,0.0753156316506448,38.7390384255229,1.61133694648743
"3777",10.5611573973497,18.4831666666667,42.0424166666667,788.297332201398,4660.3562881675,7,2018,296,0.0812651345312273,25.6561870574951,14.6333723068237,215.416748046875,1.03770741609592,0.0897050144207149,38.8039905291254,1.75869488716125
"3918",12.4196456438937,18.6036666666667,41.7838333333333,799.480396293321,4632.05214287448,7,2018,276,0.0884228537225435,25.7251110076904,14.7655153274536,213.926635742188,0.89544043857891,0.0798781343101144,38.7753771971506,2.50460481643677
"4025",10.4389207955619,18.5796666666667,39.887,806.100916638809,4421.35184262749,8,2018,109.5,0.0989516574862052,27.9892158508301,14.9422922134399,210.499816894531,0.381554253937148,0.0465068282275294,38.6219496781445,4.88762903213501
"4045",10.3369406717578,18.9675833333333,41.3130833333333,832.1316648425,4581.1133671006,7,2018,118.5,0.107824950832088,25.591667175293,15.0710220336914,211.218139648438,0.750514294432438,0.0681774610515487,38.7699105320729,2.47499489784241
"4049",7.93186092738625,18.6205833333333,42.0544166666667,799.61471710819,4662.16171861954,7,2018,154.5,0.0991195391455245,25.5581550598145,15.072244644165,213.775360107422,0.741954454781172,0.0733814558688109,38.7817815347511,3.28529763221741
"4053",8.37312150370988,18.3605,40.66675,784.066490809046,4507.20179439098,7,2018,119.5,0.0870902708203536,25.7203311920166,14.2757253646851,217.124069213867,0.713875499337336,0.0852499255724225,38.7200013133121,4.27990961074829
"4122",12.0704230436966,18.52125,40.58275,798.035315400732,4498.40759812414,8,2018,118,0.0898301652465831,28.0225524902344,14.4302444458008,215.056350708008,0.635271731610955,0.0822105436969583,38.6894672400312,7.03994369506836
"4221",7.63823393636566,18.4293333333333,40.4124166666667,790.983452626534,4479.18018702248,8,2018,112,0.110852086203625,28.0840835571289,14.544358253479,215.595886230469,0.501542710926789,0.0738043589064535,38.5891798797865,9.26374435424805
"4240",7.58884466651417,19.10475,41.4011666666667,843.155366529336,4591.43225382516,7,2018,114.5,0.145528996972767,25.462739944458,15.4526567459106,213.924270629883,0.440368713366886,0.0613999839755035,38.7566158734914,8.41108131408691
